ADDITIONAL_TEXT;ID_LANGUAGE;PARAMETER_NUMBER;ERROR_TEXT;INVOKE_TYPE
saml.status.PT_ok_1;1;1;Aguja %1% en orden.;samel
saml.status.PT_ok_1;5;1;Aguja %1% en orden.;samel
saml.status.PT_ok_2;1;1;Aguja %1% en orden.;samel
saml.status.PT_ok_2;5;1;Aguja %1% en orden.;samel
saml.status.PT_sensor_failure;1;1;Sensor de rueda de aguja %1% en fallo.;samel
saml.status.PT_sensor_failure;5;1;Sensor de rueda de aguja %1% en fallo.;samel
saml.status.PT_sensor_failure_ok;1;1;Sensor de rueda de aguja %1% recuperado.;samel
saml.status.PT_sensor_failure_ok;5;1;Sensor de rueda de aguja %1% recuperado.;samel
saml.status.PT_sensor_opposite_position_not_detected;1;1;Sensor de rueda de calce %1% no detecta posición contraria.;samel
saml.status.PT_sensor_opposite_position_not_detected;5;1;Sensor de rueda de calce %1% no detecta posición contraria.;samel
saml.status.PT_trailed_3;1;1;Aguja %1% talonada.;samel
saml.status.PT_trailed_3;5;1;Aguja %1% talonada.;samel
saml.status.PT_trailed_4;1;1;Aguja %1% talonada.;samel
saml.status.PT_trailed_4;5;1;Aguja %1% talonada.;samel
saml.status.PT_trailed_nok;1;1;Aguja %1%, talonada.;samel
saml.status.PT_trailed_nok;5;1;Aguja %1%, talonada.;samel
saml.status.PT_trailed_ok;1;1;Aguja %1%, no talonada.;samel
saml.status.PT_trailed_ok;5;1;Aguja %1%, no talonada.;samel
saml.status.PT_without_supervision_2;1;1;Aguja %1% sin supervisión.;samel
saml.status.PT_without_supervision_2;5;1;Aguja %1% sin supervisión.;samel
saml.status.PT_without_supervision_3;1;1;Aguja %1% sin supervisión.;samel
saml.status.PT_without_supervision_3;5;1;Aguja %1% sin supervisión.;samel
saml.status.time_change;1;1;Hora cambiada a %1%.;samel
saml.status.time_change;5;1;Time changed to %1%.;samel
saml.status.TM_alarm_OV;1;1;Alarma OV - Circuito de vía %1%;samel
saml.status.TM_alarm_OV;5;1;Alarma OV - Circuito de vía %1%;samel
saml.status.TM_data_nok;1;1;%1%, sin datos.;samel
saml.status.TM_data_nok;5;1;%1%, sin datos.;samel
saml.status.TM_data_ok;1;1;%1%, datos en orden.;samel
saml.status.TM_data_ok;5;1;%1%, datos en orden.;samel
saml.status.TRACK_alarm_OV;1;1;Alarma OV - Circuito de vía %1%;samel
saml.status.TRACK_alarm_OV;5;1;Alarma OV - Circuito de vía %1%;samel
saml.status.TRACK_data_nok;1;1;Circuito de vía %1%, sin datos.;samel
saml.status.TRACK_data_nok;5;1;Circuito de vía %1%, sin datos.;samel
saml.status.TRACK_data_nok_field_mask_not_allowed;1;2;Circuito de vía %1%, sin datos. Máscara no permitida en estado %2%.;samel
saml.status.TRACK_data_nok_field_mask_not_allowed;5;2;Circuito de vía %1%, sin datos. Máscara no permitida en estado %2%.;samel
saml.status.TRACK_data_nok_ic_down;1;1;Circuito de vía %1%, sin datos. IC caido.;samel
saml.status.TRACK_data_nok_ic_down;5;1;Circuito de vía %1%, sin datos. IC caido.;samel
saml.status.TRACK_data_nok_unknown_maintenance_code;1;4;Circuito de vía %1%, sin datos. Código de mantenimiento:%2% Info1:%3% Info2:%4%.;samel
saml.status.TRACK_data_nok_unknown_maintenance_code;5;4;Circuito de vía %1%, sin datos. Código de mantenimiento:%2% Info1:%3% Info2:%4%.;samel
saml.status.TRACK_data_nok_validate_eio_input_changes;1;2;Circuito de vía %1%, sin datos. Datos diferentes recibidos de las replicas en dos muestras consecutivas. Número de contacto %2%.;samel
saml.status.TRACK_data_nok_validate_eio_input_changes;5;2;Circuito de vía %1%, sin datos. Datos diferentes recibidos de las replicas en dos muestras consecutivas. Número de contacto %2%.;samel
saml.status.TRACK_data_nok_wrong_pos_value;1;2;Circuito de vía %1%, sin datos. Posición errónea. Estado %2%.;samel
saml.status.TRACK_data_nok_wrong_pos_value;5;2;Circuito de vía %1%, sin datos. Posición errónea. Estado %2%.;samel
saml.status.TRACK_data_ok;1;1;Circuito de vía %1%, datos en orden.;samel
saml.status.TRACK_data_ok;5;1;Circuito de vía %1%, datos en orden.;samel
saml.status.TS_alarm_OV;1;1;Alarma OV - Circuito de vía %1%;samel
saml.status.TS_alarm_OV;5;1;Alarma OV - Circuito de vía %1%;samel
saml.status.TS_data_nok;1;1;Circuito de vía %1%, sin datos.;samel
saml.status.TS_data_nok;5;1;Circuito de vía %1%, sin datos.;samel
saml.status.TS_data_ok;1;1;%1%, datos en orden.;samel
saml.status.TS_data_ok;5;1;%1%, datos en orden.;samel
saml.status.TS_failure;1;1;Circuito %1% está en fallo.;samel
saml.status.TS_failure;5;1;Circuito %1% está en fallo.;samel
saml.status.user_created_nok;1;1;El usuario %1% no se ha podido crear.;samel
saml.status.user_created_nok;5;1;El usuario %1% no se ha podido crear.;samel
saml.status.user_created_nok_invalid_profile;1;1;Usuario %1% no creado. El perfil seleccionado no es válido.;samel
saml.status.user_created_nok_invalid_profile;5;1;Usuario %1% no creado. El perfil seleccionado no es válido.;samel
saml.status.user_created_nok_key_conf_nok;1;1;El usuario %1% no se ha podido crear. Error en la confirmación de la clave.;samel
saml.status.user_created_nok_key_conf_nok;5;1;El usuario %1% no se ha podido crear. Error en la confirmación de la clave.;samel
saml.status.user_created_nok_name_too_long;1;1;El usuario %1% no se ha podido crear. Nombre demasiado largo.;samel
saml.status.user_created_nok_name_too_long;5;1;El usuario %1% no se ha podido crear. Nombre demasiado largo.;samel
saml.status.user_created_ok;1;1;El usuario %1% se ha creado con éxito.;samel
saml.status.user_created_ok;5;1;El usuario %1% se ha creado con éxito.;samel
saml.status.user_deleted_nok;1;1;El usuario %1% no se ha podido borrar;samel
saml.status.user_deleted_nok;5;1;El usuario %1% no se ha podido borrar;samel
saml.status.user_deleted_nok_present_user;1;1;El usuario %1% no se ha podido borrar. No se permite borrar el usuario conectado.;samel
saml.status.user_deleted_nok_present_user;5;1;El usuario %1% no se ha podido borrar. No se permite borrar el usuario conectado.;samel
saml.status.user_deleted_ok;1;1;Usuario %1% borrado con éxito.;samel
saml.status.user_deleted_ok;5;1;Usuario %1% borrado con éxito.;samel
saml.status.user_exists;1;1;Usuario %1% no creado. El usuario ya existe.;samel
saml.status.user_exists;5;1;Usuario %1% no creado. El usuario ya existe.;samel
saml.status.user_not_existing;1;1;El usuario %1% no se ha podido borrar porque no existe.;samel
saml.status.user_not_existing;5;1;El usuario %1% no se ha podido borrar porque no existe.;samel
saml.status.WD_failure;1;1;Alarma DE - Detector %1% en avería.;samel
saml.status.WD_failure;5;1;Alarma DE - Detector %1% en avería.;samel
saml.status.WD_in_alarm;1;1;Alarma DE - Detector %1% en alarma;samel
saml.status.WD_in_alarm;5;1;Alarma DE - Detector %1% en alarma;samel
saml.status.WD_no_data;1;1;Alarma DE - Detector %1% sin datos.;samel
saml.status.WD_no_data;5;1;Alarma DE - Detector %1% sin datos.;samel
saml.status.WD_ok;1;1;Alarma DE - Detector %1% en orden.;samel
saml.status.WD_ok;5;1;Alarma DE - Detector %1% en orden.;samel
saml.status.WD_out_of_service;1;1;Alarma DE - Detector %1% fuera de servicio.;samel
saml.status.WD_out_of_service;5;1;Alarma DE - Detector %1% fuera de servicio.;samel
saml.status.WD_prealarm;1;1;Alarma DE - Detector %1% en prealarma.;samel
saml.status.WD_prealarm;5;1;Alarma DE - Detector %1% en prealarma.;samel
server.Activation_failed;1;2;%1% - %2% - Fallo de activación.;clc
server.Activation_failed;5;2;%1% - %2% - Activation failed.;clc
server.BD_correctly_configured_channel;1;3;El canal %3% de la BD %2% conectada al %1% fue correctamente configurada.;clc
server.BD_correctly_configured_channel;5;3;Configuration failed for BD %2% channel %3% in %1%.;clc
server.BD_failed_configured_channel;1;3;El canal %3% de la BD %2% conectada al %1% NO fue correctamente configurado.;clc
server.BD_failed_configured_channel;5;3;Configuration failed for BD %2% Channel %3% in %1%.;clc
server.BD_incorrect_version_telegram_channel;1;3;Versión del telegrama incorrecta del canal %3% de la BD %2% conectada al %1%.;clc
server.BD_incorrect_version_telegram_channel;5;3;Incorrect version of telegram in the BD %2% Channel %3% connected to %1%.;clc
server.BD_not_respond_change_mode;1;3;El canal %3% de la BD %2% conectada al %1% no responde a un cambio de modo.;clc
server.BD_not_respond_change_mode;5;3;BD %2% Channel %3% connected to %1% does not respond a change of mode.;clc
server.BD_phase_ACT_TEL_DOWNLOAD;1;2;%1% - BD %2% está en la fase: Activación de la carga de telegramas en segundo plano.;clc
server.BD_phase_ACT_TEL_DOWNLOAD;5;2;%1% - BD %2% phase is: Activation of telegrams downloaded in background.;clc
server.BD_phase_BACKGRD_TEL_UPDATE;1;2;%1% - BD %2% está en la fase: Actualización de telegramas cargados en segundo plano.;clc
server.BD_phase_BACKGRD_TEL_UPDATE;5;2;%1% - BD %2% phase is: Background telegram update.;clc
server.BD_phase_CANCEL_CONF_PROCESS;1;2;%1% - BD %2% está en la fase: Cancelación del proceso de configuración en curso.;clc
server.BD_phase_CANCEL_CONF_PROCESS;5;2;%1% - BD %2% phase is: Cancellation of current configuration process.;clc
server.BD_phase_CONTACTING_BD;1;2;%1% - BD %2% está en la fase: Contactando BD.;clc
server.BD_phase_CONTACTING_BD;5;2;%1% - BD %2% phase is: Contacting BD.;clc
server.BD_phase_CHECK_TEL_DOWNLOAD;1;2;%1% - BD %2% está en la fase: Comprobando telegramas cargados en segundo plano.;clc
server.BD_phase_CHECK_TEL_DOWNLOAD;5;2;%1% - BD %2% phase is: Checking telegrams downloaded in background.;clc
server.BD_phase_ERROR_UPLOAD;1;2;%1% - BD %2% está en la fase: Error al cargar.;clc
server.BD_phase_ERROR_UPLOAD;5;2;%1% - BD %2% phase is: Error upload.;clc
server.BD_phase_IDLE_PHASE;1;2;%1% - BD %2% está en la fase: Sin hacer nada.;clc
server.BD_phase_IDLE_PHASE;5;2;%1% - BD %2% phase is: Idle.;clc
server.BD_phase_INIT_TEL_DOWNLOAD;1;2;%1% - BD %2% está en la fase: Inicio de la carga de telegramas.;clc
server.BD_phase_INIT_TEL_DOWNLOAD;5;2;%1% - BD %2% phase is: Initial telegram download.;clc
server.BD_status_ALIVE;1;3;La BD %2% Canal %3% conectada al %1% ha cambiado a ACTIVO.;clc
server.BD_status_ALIVE;5;3;BD %2% Channel %3% connected to %1% has changed to ALIVE.;clc
server.BD_status_CONTACTED;1;3;La BD %2% Canal %3% conectada al %1% ha cambiado a CONECTADO.;clc
server.BD_status_CONTACTED;5;3;BD %2% Channel %3% connected to %1% has changed to CONTACTED.;clc
server.BD_status_DOWNLOADING;1;3;La BD %2% Canal %3% conectada al %1% ha cambiado a DESCARGANDO.;clc
server.BD_status_DOWNLOADING;5;3;BD %2% Channel %3% connected to %1% has changed to DOWNLOADING.;clc
server.BD_status_MISSING;1;3;La BD %2% Canal %3% conectada al %1% está SIN CONEXIÓN.;clc
server.BD_status_MISSING;5;3;BD %2% Channel %3% connected to %1% has changed to MISSING.;clc
server.BD_status_SHUTDOWN;1;3;La BD %2% Canal %3% conectada al %1% ha cambiado a ERROR CRÍTICO.;clc
server.BD_status_SHUTDOWN;5;3;BD %2% Channel %3% connected to %1% has changed to SHUTDOWN.;clc
server.BD_status_UPLOADING;1;3;La BD %2% Canal %3% conectada al %1% ha cambiado a CARGANDO.;clc
server.BD_status_UPLOADING;5;3;BD %2% Channel %3% connected to %1% has changed to UPLOADING.;clc
server.BD_telegram_sw;1;4;La versión del telegrama del canal %3% de la BD %2% conectada al %1% es %4%.;clc
server.BD_telegram_sw;5;4;The telegram version of the BD %2% Channel %3% connected to %1% is %4%.;clc
server.BD_version_sw;1;4;La versión del software del canal %3% de la BD %2% conectada al %1% es %4%.;clc
server.BD_version_sw;5;4;The software version of the BD %2% Channel %3% connected to %1% is %4%.;clc
server.CAN_redundancy_of_BD_changed;1;4;%1% - Redundancia CAN de BD cambiada  (BD %2%, máscara actual de la réplica %3%, máscara previa de la réplica %4%).;clc
server.CAN_redundancy_of_BD_changed;5;4;%1% - CAN redundancy of BD changed (BD %2%, actual replica mask %3%, Previous replica mask %4%).;clc
server.CAN_redundancy_of_IMN_changed;1;4;%1% - Redundancia CAN de IMN cambiada  (Dirección CAN %2%, máscara actual de la réplica %3%, máscara previa de la réplica %4%).;clc
server.CAN_redundancy_of_IMN_changed;5;4;%1% - CAN redundancy of IMN changed (CAN address %2%, actual replica mask %3%, Previous replica mask %4%).;clc
server.Category_in_internal_message_invalid;1;4;%1% - Categoría %4% en mensaje interno no válida (Origen del mensaje %2%, tipo del mensaje %3%).;clc
server.Category_in_internal_message_invalid;5;4;%1% - Invalid category %4% in internal message (Message source %2%, message type %3%).;clc
server.Command_for_inactive_port_received_v3;1;4;%1% - Comando recibido para el puerto %2% inactivo del LC905 con %4%%3%.;clc
server.Command_for_inactive_port_received_v3;5;4;%1% - Received command for inactive LC905 port %2% with %4%%3%.;clc
server.CONNECTION_CS_DOWN;1;1;El estado de la conexión con %1% es SIN CONEXIÓN.;clc
server.CONNECTION_CS_DOWN;5;1;The status of connection with %1% is DOWN.;clc
server.CONNECTION_CS_UP;1;1;El estado de la conexión con %1% es ACTIVA.;clc
server.CONNECTION_CS_UP;5;1;The status of connection with %1% is UP.;clc
server.CPU_status_DOWN;1;2;El estado de la CPU %2% del %1% ha cambiado a INACTIVA.;clc
server.CPU_status_DOWN;5;2;CPU %2% of %1% is FAILED.;clc
server.CPU_status_DOWN_DOWN_DOWN;1;1;El estado de las CPUs del %1% son CPU 1 INACTIVA, CPU 2 INACTIVA y CPU 3 INACTIVA.;clc
server.CPU_status_DOWN_DOWN_DOWN;5;1;The status of the CPUs of %1% are CPU 1 FAILED, CPU 2 FAILED and CPU 3 FAILED.;clc
server.CPU_status_DOWN_DOWN_UP;1;1;El estado de las CPUs del %1% son CPU 1 INACTIVA, CPU 2 INACTIVA y CPU 3 ACTIVA.;clc
server.CPU_status_DOWN_DOWN_UP;5;1;The status of the CPUs of %1% are CPU 1 FAILED, CPU 2 FAILED and CPU 3 ACTIVE.;clc
server.CPU_status_DOWN_UP_DOWN;1;1;El estado de las CPUs del %1% son CPU 1 INACTIVA, CPU 2 ACTIVA y CPU 3 INACTIVA.;clc
server.CPU_status_DOWN_UP_DOWN;5;1;The status of the CPUs of %1% are CPU 1 FAILED, CPU 2 ACTIVE and CPU 3 FAILED.;clc
server.CPU_status_DOWN_UP_UP;1;1;El estado de las CPUs del %1% son CPU 1 INACTIVA, CPU 2 ACTIVA y CPU 3 ACTIVA.;clc
server.CPU_status_DOWN_UP_UP;5;1;The status of the CPUs of %1% are CPU 1 FAILED, CPU 2 ACTIVE and CPU 3 ACTIVE.;clc
server.CPU_status_UP;1;2;El estado de la CPU %2% del %1% ha cambiado a ACTIVA.;clc
server.CPU_status_UP;5;2;CPU %2% of %1% is ACTIVE.;clc
server.CPU_status_UP_DOWN_DOWN;1;1;El estado de las CPUs del %1% son CPU 1 ACTIVA, CPU 2 INACTIVA y CPU 3 INACTIVA.).;clc
server.CPU_status_UP_DOWN_DOWN;5;1;The status of the CPUs of %1% are CPU 1 ACTIVE, CPU 2 FAILED and CPU 3 FAILED.;clc
server.CPU_status_UP_DOWN_UP;1;1;El estado de las CPUs del %1% son CPU 1 ACTIVA, CPU 2 INACTIVA y CPU 3 ACTIVA.;clc
server.CPU_status_UP_DOWN_UP;5;1;The status of the CPUs of %1% are CPU 1 ACTIVE, CPU 2 FAILED and CPU 3 ACTIVE.;clc
server.CPU_status_UP_UP_DOWN;1;1;El estado de las CPUs del %1% son CPU 1 ACTIVA, CPU 2 ACTIVA y CPU 3 INACTIVA.).;clc
server.CPU_status_UP_UP_DOWN;5;1;The status of the CPUs of %1% are CPU 1 ACTIVE, CPU 2 ACTIVE and CPU 3 FAILED.;clc
server.CPU_status_UP_UP_UP;1;1;El estado de las CPUs del %1% son CPU 1 ACTIVA, CPU 2 ACTIVA y CPU 3 ACTIVA.;clc
server.CPU_status_UP_UP_UP;5;1;The status of the CPUs of %1% are CPU 1 ACTIVE, CPU 2 ACTIVE and CPU 3 ACTIVE.;clc
server.Duplicated_BD_on_CAN_bus_v3;1;3;%1% - BD %2% Canal %3% - Demasiadas BDs con la misma dirección en el bus CAN.;clc
server.Duplicated_BD_on_CAN_bus_v3;5;3;%1% - BD %2% Channel %3% - Too much BDs with same address on CAN bus.;clc
server.Element_double_set_in_vital_frame;1;2;%1% - Más de un valor del elemento %2% asignado en el mensaje vital.;clc
server.Element_double_set_in_vital_frame;5;2;%1% - More than one value for element %2% set in vital frame.;clc
server.Element_for_lc_state_exceeds;1;3;%1% - El Id del elemento PaN %2% está fuera de rango (valor máximo %3%).;clc
server.Element_for_lc_state_exceeds;5;3;%1% - The Id of LC element %2% is out of range  (max. value %3%).;clc
server.Element_for_pt_state_exceeds;1;3;%1% - El Id del elemento aguja %2% está fuera de rango (valor máximo %3%).;clc
server.Element_for_pt_state_exceeds;5;3;%1% - The Id of PT element %2% is out of range (max. value %3%).;clc
server.Element_for_sg_state_exceeds;1;3;%1% - El Id del elemento señal %2% está fuera de rango (valor máximo %3%).;clc
server.Element_for_sg_state_exceeds;5;3;%1% - The Id of SG element %2% is out of range (max. value %3%).;clc
server.Element_number_from_IM_out_of_range;1;3;%1% - Elemento número %3% recibido del IM por con puerto %2% fuera de rango.;clc
server.Element_number_from_IM_out_of_range;5;3;%1% - Element number %3% from IM out of range by the port %2%.;clc
server.Element_number_from_NCEC_out_of_range;1;3;%1% - Elemento número %3% recibido del NCEC con el puerto %2% fuera de rango.;clc
server.Element_number_from_NCEC_out_of_range;5;3;%1% - Element number %3% from NCEC out of range by the port %2%.;clc
server.Element_with_unexpected_type;1;3;%1% - Tipo de elemento recibido desconocido (tipo %2%, índice %3%).;clc
server.Element_with_unexpected_type;5;3;%1% - Unknown element type received (type %2%, index %3%).;clc
server.Error_reading_parsing_sdo_file;1;4;%1% -  BD %2% LEU %3% - Error abriendo el fichero sdo, error número %4%.;clc
server.Error_reading_parsing_sdo_file;5;4;%1% - BD %2% LEU %3% - Error opening sdo file, errorno %4%.;clc
server.Failed_open_file_try_check_telegram_versio;1;4;%1% - BD %2% Canal %3% - Error abriendo el fichero sdo al intentar verificar la versión del telegrama, error número %4%.;clc
server.Failed_open_file_try_check_telegram_versio;5;4;%1% - BD %2% Channel %3% - Error opening sdo file on attempt to check telegram version, errorno %4%.;clc
server.Failed_to_open_sdo_file_for_BD;1;4;%1% - BD %2% Canal %3% - Error abriendo el fichero sdo, error número %4%.;clc
server.Failed_to_open_sdo_file_for_BD;5;4;%1% - BD %2% Channel %3% - Error opening sdo file, errorno %4%.;clc
server.Fatal_error_v3;1;3;%1% - Error grave en el fichero '%2%' línea %3%.;clc
server.Fatal_error_v3;5;3;%1% - Fatal error on file '%2%' line %3%.;clc
server.File_access_error_fgets;1;5;%1% - BD %2% Canal %3% - Error verificando el fichero sdo (fgets), info %4%, telegrama número %5%.;clc
server.File_access_error_fgets;5;5;%1% - BD %2% Channel %3% - Error parsing sdo file (fgets), info %4%, telegram number %5%.;clc
server.File_access_error_fseek;1;5;%1% - BD %2% Canal %3% - Error verificando el fichero sdo (fseek), errorno %4%, telegrama número %5%.;clc
server.File_access_error_fseek;5;5;%1% - BD %2% Channel %3% - Error parsing sdo file (fseek), errorno%4%, telegram number %5%.;clc
server.FILEIO_chB_not_in_read_state_CRC_B;1;1;%1% - El FILEIO del canal B no está en estado de modo lectura  (tipo de mensaje de FILEIO CRC B).;clc
server.FILEIO_chB_not_in_read_state_CRC_B;5;1;%1% - FILEIO of channel B not in read state (FILEIO message type CRC B).;clc
server.FILEIO_chB_not_in_read_state_DATA;1;1;%1% - El FILEIO del canal B no está en estado de modo lectura  (tipo de mensaje de FILEIO Datos).;clc
server.FILEIO_chB_not_in_read_state_DATA;5;1;%1% - FILEIO of channel B not in read state (FILEIO message type Data).;clc
server.FILEIO_chB_not_in_read_state_READ_COMMAND;1;1;%1% - El FILEIO del canal B no está en estado de modo lectura  (tipo de mensaje de FILEIO Orden de lectura).;clc
server.FILEIO_chB_not_in_read_state_READ_COMMAND;5;1;%1% - FILEIO of channel B not in read state (FILEIO message type Read command).;clc
server.FILEIO_chB_not_in_read_state_UNUSED;1;1;%1% - El FILEIO del canal B no está en estado de modo lectura  (tipo de mensaje de FILEIO Sin usar).;clc
server.FILEIO_chB_not_in_read_state_UNUSED;5;1;%1% - FILEIO of channel B not in read state (FILEIO message type Unused).;clc
server.FILEIO_chB_not_in_read_state_WRITE_COMMAND;1;1;%1% - El FILEIO del canal B no está en estado de modo lectura  (tipo de mensaje de FILEIO Orden de escritura).;clc
